analysis_id,dimension,human_manuscript_content,human_manuscript_location,human_code_content,human_code_location,human_match_judgement,codebot_brief_description,codebot_manuscript_content,codebot_manuscript_location,codebot_code_content,codebot_code_location,codebot_match_judgement
A26,variable specification,"I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item’s position, and (iii) the interaction between the latter two. For both positive affect and negative affect, the interactions were all statistically nonsignificant",text,"m.10 = lm(PANAS_NA_D2mean ~ AnchorNA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":687",1,"Linear regression testing whether anchor position moderates the relation between negative affect anchor responses and Time 2 negative affect PANAS scores; predictors are negative anchor responses, anchor position, and their interaction; DV is Time 2 negative affect.","“I also tested whether any of the validity correlations varied as a function of the anchor-item's position. I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item's position, and (iii) the interaction between the latter two.” [...] “Ten items measured negative affect (distressed, upset, hostile, irritable, scared, afraid, ashamed, guilty, nervous, jittery). For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect. [...] The anchor items for positive and negative affect included in the survey at Time 2 asked participants, ""Overall, compared to the time when you did this survey yesterday, how positive/negative do you feel right now?""”",,"data$AnchorNA <- paste(data$NA.Anchor.Before, data$NA.Anchor.After)
[...] data$PANAS_NA_D2mean = rowMeans(data[ , c('PANASD2_11_Distressed', 'PANASD2_12_Upset', 
  'PANASD2_13_Hostile', 'PANASD2_14_Irritable', 'PANASD2_15_Scared', 'PANASD2_16_Afraid', 
  'PANASD2_17_Ashamed', 'PANASD2_18_Guilty', 'PANASD2_19_Nervous', 'PANASD2_20_Jittery')], na.rm=TRUE)
[...] m.10 = lm(PANAS_NA_D2mean ~ AnchorNA*Anchor.Position, data=data)",,1
A26,transformation ,,,,,,"Linear regression testing whether anchor position moderates the relation between negative affect anchor responses and Time 2 negative affect PANAS scores; predictors are negative anchor responses, anchor position, and their interaction; DV is Time 2 negative affect.","“Ten items measured negative affect (distressed, upset, hostile, irritable, scared, afraid, ashamed, guilty, nervous, jittery). […] For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect.” […] “I excluded participants for (i) having missing responses on any measures or (ii) giving the same response to all items across the three measures in either the first or second survey.” […] “The anchor items for positive and negative affect included in the survey at Time 2 asked participants, ‘Overall, compared to the time when you did this survey yesterday, how positive/negative do you feel right now?’. Participants had five response options for each anchor item: much less positive/negative, a little less positive/negative, the same, a little more positive/negative, and much more positive/negative.” […] “I also tested whether any of the validity correlations varied as a function of the anchor-item's position. I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item's position, and (iii) the interaction between the latter two.”",,"“data$AnchorNA <- paste(data$NA.Anchor.Before, data$NA.Anchor.After)
data$AnchorNA = as.character(data$AnchorNA)

# rename character values on the anchors to numbers
# some had a space in front and some had a space after
[…]
data[data == "" Much less negative""] <- 1
data[data == ""Much less negative ""] <- 1
data[data == "" A little less negative""] <- 2
data[data == ""A little less negative ""] <- 2
data[data == "" A little more negative""] <- 4
data[data == ""A little more negative ""] <- 4
data[data == "" Much more negative""] <- 5
data[data == ""Much more negative ""] <- 5

# Save relevant columns as integer
data[, 77:78] <- sapply(data[, 77:78], as.integer)
[…]
data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE)

data$PANAS_NA_D2mean = rowMeans(data[ , c('PANASD2_11_Distressed', 'PANASD2_12_Upset', 
  'PANASD2_13_Hostile', 'PANASD2_14_Irritable', 'PANASD2_15_Scared', 'PANASD2_16_Afraid', 
  'PANASD2_17_Ashamed', 'PANASD2_18_Guilty', 'PANASD2_19_Nervous', 'PANASD2_20_Jittery')], na.rm=TRUE)
[…]
# anchor with T2 score, including interaction with anchor position
m.10 = lm(PANAS_NA_D2mean ~ AnchorNA*Anchor.Position, data=data)”",,1
A26,inference criteria,,,"m.10 = lm(PANAS_NA_D2mean ~ AnchorNA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":687",1,"Linear regression testing whether anchor position moderates the relation between negative affect anchor responses and Time 2 negative affect PANAS scores; predictors are negative anchor responses, anchor position, and their interaction; DV is Time 2 negative affect.","“I also tested whether any of the validity correlations varied as a function of the anchor-item's position. I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item's position, and (iii) the interaction between the latter two. For both positive affect and negative affect, the interactions were all statistically nonsignificant (all ps > .179).”",,"“# anchor with T2 score, including interaction with anchor position
m.10 = lm(PANAS_NA_D2mean ~ AnchorNA*Anchor.Position, data=data)
summary(m.10)
...
## the anchor position doesn't have a moderating effect on the correlations
## the correlations replicate the relationships found in the original study I did with Daniel,
# except that for NA the anchor correlation with T2 was not statistically significantly 
# differetn from anchor correlation with change in NA. descriptively the correlation
# with T2 was a bit stronger.”",,1
nan,model specification,"An important consideration for interpreting the above pairwise correlations is that the Time 1 and Time 2 ratings are relatively strongly correlated (rPA = .66, rNA = .63, ps < .001).",text,"cocor(~PANAS_NA_D2mean + AnchorNA | PANAS_NA_D1mean + AnchorNA, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":596",1,,,,,,
nan,variable specification,"An important consideration for interpreting the above pairwise correlations is that the Time 1 and Time 2 ratings are relatively strongly correlated (rPA = .66, rNA = .63, ps < .001).",text,"data$PANAS_NA_D2mean = rowMeans(data[ , c('PANASD2_11_Distressed', 'PANASD2_12_Upset', 
  'PANASD2_13_Hostile', 'PANASD2_14_Irritable', 'PANASD2_15_Scared', 'PANASD2_16_Afraid', 
  'PANASD2_17_Ashamed', 'PANASD2_18_Guilty', 'PANASD2_19_Nervous', 'PANASD2_20_Jittery')], na.rm=TRUE) [...] cocor(~PANAS_NA_D2mean + AnchorNA | PANAS_NA_D1mean + AnchorNA, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":72-74; 592",1,,,,,,
nan,transformation ,"For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean  score for negative affect. ",text,"data$PANAS_NA_D2mean = rowMeans(data[ , c('PANASD2_11_Distressed', 'PANASD2_12_Upset', 
  'PANASD2_13_Hostile', 'PANASD2_14_Irritable', 'PANASD2_15_Scared', 'PANASD2_16_Afraid', 
  'PANASD2_17_Ashamed', 'PANASD2_18_Guilty', 'PANASD2_19_Nervous', 'PANASD2_20_Jittery')], na.rm=TRUE)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":72-74",1,,,,,,
nan,variable specification,"An important consideration for interpreting the above pairwise correlations is that the Time 1 and Time 2 ratings are relatively strongly correlated (rPA = .66, rNA = .63, ps < .001).",text,"data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE) [...] cocor(~PANAS_NA_D2mean + AnchorNA | PANAS_NA_D1mean + AnchorNA, data=data)
","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":68-70",1,,,,,,
nan,transformation ,"For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean  score for negative affect. ",text,"data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":68-70; 593",,,,,,,
nan,inference criteria,,,"cocor(~PANAS_NA_D2mean + AnchorNA | PANAS_NA_D1mean + AnchorNA, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":615",,,,,,,
nan,model specification,"An important consideration for interpreting the above pairwise correlations is that the Time 1 and Time 2 ratings are relatively strongly correlated (rPA = .66, rNA = .63, ps < .001).",text,"cocor(~PANAS_PA_D2mean + AnchorPA | PANAS_PA_D1mean + AnchorPA, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":596",1,,,,,,
nan,variable specification,"An important consideration for interpreting the above pairwise correlations is that the Time 1 and Time 2 ratings are relatively strongly correlated (rPA = .66, rNA = .63, ps < .001).",text,"data$PANAS_PA_D2mean = rowMeans(data[ , c('PANASD2_1_Attentive', 'PANASD2_2_Interested', 
  'PANASD2_3_Alert', 'PANASD2_4_Excited', 'PANASD2_5_Enthusiastic', 'PANASD2_6_Inspired', 
  'PANASD2_7_Proud', 'PANASD2_8_Determined', 'PANASD2_9_Strong', 'PANASD2_10_Active')], na.rm=TRUE) [...] cocor(~PANAS_PA_D2mean + AnchorPA | PANAS_PA_D1mean + AnchorPA, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":64-66; 596",1,,,,,,
nan,transformation ,"For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean  score for negative affect. ",text,"data$PANAS_PA_D2mean = rowMeans(data[ , c('PANASD2_1_Attentive', 'PANASD2_2_Interested', 
  'PANASD2_3_Alert', 'PANASD2_4_Excited', 'PANASD2_5_Enthusiastic', 'PANASD2_6_Inspired', 
  'PANASD2_7_Proud', 'PANASD2_8_Determined', 'PANASD2_9_Strong', 'PANASD2_10_Active')], na.rm=TRUE) ","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":64-66",1,,,,,,
nan,variable specification,"An important consideration for interpreting the above pairwise correlations is that the Time 1 and Time 2 ratings are relatively strongly correlated (rPA = .66, rNA = .63, ps < .001).",text,"data$PANAS_PA_D1mean = rowMeans(data[ , c('PANASD1_1_Attentive', 'PANASD1_2_Interested', 
  'PANASD1_3_Alert', 'PANASD1_4_Excited', 'PANASD1_5_Enthusiastic', 'PANASD1_6_Inspired', 
  'PANASD1_7_Proud', 'PANASD1_8_Determined', 'PANASD1_9_Strong', 'PANASD1_10_Active')], na.rm=TRUE) [...] cocor(~PANAS_PA_D2mean + AnchorPA | PANAS_PA_D1mean + AnchorPA, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R"":60-62;596",1,,,,,,
