analysis_id,dimension,manuscript_content,manuscript_location,code_content,code_file,code_lines,results,data_needed,data_available,notes,Unnamed: 11,dimension_norm,paper_id,human_analysis_id,codebot_analysis_id,link_type,confidence
A3.13,transformation,"""For each review, a total score was computed from the evaluation ratings (each worth 10%) and the recommendation rating (worth 50%).""",text,,pilot_paper/elson_2020/analysis_code.R,,,1,0.0,would need raw data from before the processing,,transform,elson_2020,A3.13,62,exact,0.9
A3.13,variable specification,"Total Score, original study vs. replication",table,"#Total Score TOSTtwo(m1=equiv_array[1,13], m2=equiv_array[2,13], sd1=equiv_array[1,14], sd2=equiv_array[2,14], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
",pilot_paper/elson_2020/analysis_code.R,"261, 262",1.0,1,1.0,,,variables,elson_2020,A3.13,62,exact,0.9
A3.13,transformation,"""For each review, a total score was computed from the evaluation ratings (each worth 10%) and the recommendation rating (worth 50%).""",text,,pilot_paper/elson_2020/analysis_code.R,,,1,0.0,would need raw data from before the processing,,transform,elson_2020,A3.13,62,exact,0.9
A3.13,variable specification,"Total Score, original study vs. replication",table,"#Total Score TOSTtwo(m1=equiv_array[1,13], m2=equiv_array[2,13], sd1=equiv_array[1,14], sd2=equiv_array[2,14], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
",pilot_paper/elson_2020/analysis_code.R,"261, 262",1.0,1,1.0,,,variables,elson_2020,A3.13,62,exact,0.9
A3.13,transformation,"""For each review, a total score was computed from the evaluation ratings (each worth 10%) and the recommendation rating (worth 50%).""",text,,pilot_paper/elson_2020/analysis_code.R,,,1,0.0,would need raw data from before the processing,,transform,elson_2020,A3.13,62,exact,0.9
A3.13,inference criteria,"""and α = .05 (see Table 5)""",text,"TOSTtwo(m1=equiv_array[1,13], m2=equiv_array[2,13], sd1=equiv_array[1,14], sd2=equiv_array[2,14], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,262,1.0,0,1.0,,,inference,elson_2020,A3.13,62,exact,0.9
A3.14,model specification,"""Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen’s d = −0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power)""",text,"TOSTtwo(m1=equiv_array[3,13], m2=equiv_array[4,13], sd1=equiv_array[3,14], sd2=equiv_array[4,14], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,263,1.0,1,1.0,,,model,elson_2020,A3.14,63,exact,0.96
A3.14,variable specification,"Total Score, significant results vs. nonsignificant results",table,"#Total Score TOSTtwo(m1=equiv_array[3,13], m2=equiv_array[4,13], sd1=equiv_array[3,14], sd2=equiv_array[4,14], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
",pilot_paper/elson_2020/analysis_code.R,"261, 263",1.0,1,1.0,,,variables,elson_2020,A3.14,63,exact,0.96
A3.14,transformation,"""For each review, a total score was computed from the evaluation ratings (each worth 10%) and the recommendation rating (worth 50%).""",text,,pilot_paper/elson_2020/analysis_code.R,,,1,0.0,would need raw data from before the processing,,transform,elson_2020,A3.14,63,exact,0.96
A3.14,variable specification,"Total Score, significant results vs. nonsignificant results",table,"#Total Score TOSTtwo(m1=equiv_array[3,13], m2=equiv_array[4,13], sd1=equiv_array[3,14], sd2=equiv_array[4,14], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
",pilot_paper/elson_2020/analysis_code.R,"261, 263",1.0,1,1.0,,,variables,elson_2020,A3.14,63,exact,0.96
A3.14,transformation,"""For each review, a total score was computed from the evaluation ratings (each worth 10%) and the recommendation rating (worth 50%).""",text,,pilot_paper/elson_2020/analysis_code.R,,,1,0.0,would need raw data from before the processing,,transform,elson_2020,A3.14,63,exact,0.96
A3.14,variable specification,"Total Score, significant results vs. nonsignificant results",table,"#Total Score TOSTtwo(m1=equiv_array[3,13], m2=equiv_array[4,13], sd1=equiv_array[3,14], sd2=equiv_array[4,14], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
",pilot_paper/elson_2020/analysis_code.R,"261, 263",1.0,1,1.0,,,variables,elson_2020,A3.14,63,exact,0.96
A3.14,transformation,"""For each review, a total score was computed from the evaluation ratings (each worth 10%) and the recommendation rating (worth 50%).""",text,,pilot_paper/elson_2020/analysis_code.R,,,1,0.0,would need raw data from before the processing,,transform,elson_2020,A3.14,63,exact,0.96
A3.14,inference criteria,"""and α = .05 (see Table 5)""",text,"TOSTtwo(m1=equiv_array[3,13], m2=equiv_array[4,13], sd1=equiv_array[3,14], sd2=equiv_array[4,14], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,263,1.0,0,1.0,,,inference,elson_2020,A3.14,63,exact,0.96
A1,model specification,"""In the analyses I used Welch’s independent samples t-tests [...] , d = 0.03,""",text,"# SDs & test for ""a little less positive"" before vs after
t.test(data_after$PA_change[data_after$AnchorPA==2], data_before$PA_change[data_before$AnchorPA==2])
cohen.d(data_after$PA_change[data_after$AnchorPA==2],
        data_before$PA_change[data_before$AnchorPA==2],
        pooled=TRUE,paired=FALSE,
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",487-488; 501-505 ,1.0,1.0,1.0,var.equal=FALSE per default -> Welch test,,model,anvari_2023,A1,,no_match,0.0
A1,variable specification,"""For positive affect, the average change scores for people who said they felt a little less positive converged almost perfectly, regardless of whether people saw the anchor before (M = -0.54, SD = 0.68) the PANAS or after""",text,"data[data == "" A little more positive""] <- 4
data[data == ""A little more positive ""] <- 4 […] data$PA_change = data$PANAS_PA_D2mean - data$PANAS_PA_D1mean  [...] data_before = data[data$Anchor.Position==""Anchor Before"", ] […] data_after = data[data$Anchor.Position==""Anchor After"", ] [...] t.test(data_after$PA_change[data_after$AnchorPA==2], data_before$PA_change[data_before$AnchorPA==2])","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",39-40; 77; 83; 115-116; 488,1.0,0.0,1.0,,,variables,anvari_2023,A1,,no_match,0.0
A1,transformation ,,,,,,,,,"no transformation took place, only one question with five response options",,transform,anvari_2023,A1,,no_match,0.0
A1,variable specification,"""For positive affect, the average change scores for people who said they felt a little less positive converged almost perfectly, regardless of whether people saw the anchor before (M = -0.54, SD = 0.68) the PANAS or after""",text,"data[data == "" A little more positive""] <- 4
data[data == ""A little more positive ""] <- 4 […] data$PA_change = data$PANAS_PA_D2mean - data$PANAS_PA_D1mean  [...] data_before = data[data$Anchor.Position==""Anchor Before"", ] […] data_after = data[data$Anchor.Position==""Anchor After"", ] [...] t.test(data_after$PA_change[data_after$AnchorPA==2], data_before$PA_change[data_before$AnchorPA==2])","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",39-40; 77; 83; 115-116; 488,1.0,0.0,1.0,,,variables,anvari_2023,A1,,no_match,0.0
A1,transformation ,"""For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean  score for negative affect. To calculate each participant’s change score for positive affect, I subtracted the mean score for positive affect at Time 1 from the mean score for positive affect at Time 2. I did the same to calculate the change scores for negative affect. Thus, each participant had a change score for positive affect and a change score for negative affect.""",text,data$PA_change = data$PANAS_PA_D2mean - data$PANAS_PA_D1mean,"""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",77,1.0,0.0,1.0,,,transform,anvari_2023,A1,,no_match,0.0
A1,inference criteria,"""regardless of whether people saw the anchor before (M = -0.54, SD = 0.68) the PANAS or after (M = -0.56, SD = 0.69), mean difference = 0.02, CI 95%[-0.21, 0.26], d = 0.03, CI 95%[-0.31, 0.38]""",text,"cohen.d(data_after$PA_change[data_after$AnchorPA==2],
        data_before$PA_change[data_before$AnchorPA==2],
        pooled=TRUE,paired=FALSE,
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""; ""./pilot_paper/anvari_2023/effect_size_d_paired_function.R""",491-495,1.0,0.0,1.0,default t.test() is alpha level 0.05,,inference,anvari_2023,A1,,no_match,0.0
A2,model specification,"""In the analyses I used Welch’s independent samples t-tests [...] , d = 0.03,""",text,"# SDs & test for ""a little more positive"" before vs after
t.test(data_after$PA_change[data_after$AnchorPA==4], data_before$PA_change[data_before$AnchorPA==4])
cohen.d(data_after$PA_change[data_after$AnchorPA==4],
        data_before$PA_change[data_before$AnchorPA==4],
        pooled=TRUE,paired=FALSE,
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""; ""./pilot_paper/anvari_2023/effect_size_d_paired_function.R""",497-498;501-505,1.0,1.0,1.0,var.equal=FALSE per default -> Welch test,,model,anvari_2023,A2,1,exact,0.97
A2,variable specification,"""For those who said they felt a little more positive, there was a slight difference in the average change score between those who saw the anchor before (M = 0.20, SD = 0.53) and those who saw the anchor after""",text,"data[data == "" A little more positive""] <- 4
data[data == ""A little more positive ""] <- 4 […] data$PA_change = data$PANAS_PA_D2mean - data$PANAS_PA_D1mean  [...] data_before = data[data$Anchor.Position==""Anchor Before"", ] […] data_after = data[data$Anchor.Position==""Anchor After"", ] [...] t.test(data_after$PA_change[data_after$AnchorPA==4], data_before$PA_change[data_before$AnchorPA==4])","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",39-40; 77; 83; 115-116; 509,1.0,0.0,1.0,,,variables,anvari_2023,A2,1,exact,0.97
A2,transformation ,,,,,,,,,"no transformation took place, only one question with five response options",,transform,anvari_2023,A2,1,exact,0.97
A2,variable specification,"""For those who said they felt a little more positive, there was a slight difference in the average change score between those who saw the anchor before (M = 0.20, SD = 0.53) and those who saw the anchor after""",text,"data[data == "" A little more positive""] <- 4
data[data == ""A little more positive ""] <- 4 […] data$PA_change = data$PANAS_PA_D2mean - data$PANAS_PA_D1mean  [...] data_before = data[data$Anchor.Position==""Anchor Before"", ] […] data_after = data[data$Anchor.Position==""Anchor After"", ] [...] t.test(data_after$PA_change[data_after$AnchorPA==4], data_before$PA_change[data_before$AnchorPA==4])","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",39-40; 77; 83; 115-116; 509,1.0,0.0,1.0,,,variables,anvari_2023,A2,1,exact,0.97
A2,transformation ,"""For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean  score for negative affect. To calculate each participant’s change score for positive affect, I subtracted the mean score for positive affect at Time 1 from the mean score for positive affect at Time 2. I did the same to calculate the change scores for negative affect. Thus, each participant had a change score for positive affect and a change score for negative affect.""",text,data$PA_change = data$PANAS_PA_D2mean - data$PANAS_PA_D1mean,"""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",77,1.0,0.0,1.0,,,transform,anvari_2023,A2,1,exact,0.97
A2,inference criteria,"""but this was not a statistically significant difference, t(351.87) = 0.83, p = .409, mean difference = 0.05, CI 95%[-0.07, 0.17], d = 0.09, CI 95%[-0.12, 0.29].""",text,"t.test(data_after$PA_change[data_after$AnchorPA==4], data_before$PA_change[data_before$AnchorPA==4])","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",509,1.0,0.0,1.0,default t.test() is .05,,inference,anvari_2023,A2,1,exact,0.97
A3,model specification,"""In the analyses I used Welch’s independent samples t-tests""",text,"# direct test comparing the ""same"" groups for PA after vs before
t.test(data_after$PA_change[data_after$AnchorPA==3], data_before$PA_change[data_before$AnchorPA==3])","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",508-509,0.0,0.0,1.0,,,model,anvari_2023,A3,,no_match,0.0
A3,variable specification,"""the average change score for people who said that they felt “the same” was negative, regardless of whether they saw the anchor before or after the PANAS;""",text,"data[data == "" The same""] <- 3
data[data == ""The same ""] <- 3 […]  data$PA_change = data$PANAS_PA_D2mean - data$PANAS_PA_D1mean [...]  data_before = data[data$Anchor.Position==""Anchor Before"", ] […] data_after = data[data$Anchor.Position==""Anchor After"", ] [...]t.test(data_after$PA_change[data_after$AnchorPA==3], data_before$PA_change[data_before$AnchorPA==3])","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",43-44; 77; 83; 270; 509,1.0,0.0,1.0,,,variables,anvari_2023,A3,,no_match,0.0
A3,transformation ,,,,,,,,,"no transformation took place, only one question with five response options",,transform,anvari_2023,A3,,no_match,0.0
A3,variable specification,"""the average change score for people who said that they felt “the same” was negative, regardless of whether they saw the anchor before or after the PANAS;""",text,"data[data == "" The same""] <- 3
data[data == ""The same ""] <- 3 […]  data$NA_change = data$PANAS_NA_D2mean - data$PANAS_NA_D1mean [...]  data_before = data[data$Anchor.Position==""Anchor Before"", ] […] data_after = data[data$Anchor.Position==""Anchor After"", ] [...] t.test(data_after$PA_change[data_after$AnchorPA==3], data_before$PA_change[data_before$AnchorPA==3])","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",43-44; 78; 83; 270; 509,1.0,0.0,1.0,,,variables,anvari_2023,A3,,no_match,0.0
A3,transformation ,"""For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean  score for negative affect. To calculate each participant’s change score for positive affect, I subtracted the mean score for positive affect at Time 1 from the mean score for positive affect at Time 2. I did the same to calculate the change scores for negative affect. Thus, each participant had a change score for positive affect and a change score for negative affect.""",text,data$PA_change = data$PANAS_PA_D2mean - data$PANAS_PA_D1mean,"""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",77,1.0,0.0,1.0,,,transform,anvari_2023,A3,,no_match,0.0
A3,inference criteria,"""(Mbefore = -0.14, SDbefore = 0.60; Mafter = -0.16, SDafter = 0.53), mean difference = 0.02, CI 95%[-0.12, 0.16].""",text,"t.test(data_after$PA_change[data_after$AnchorPA==3], data_before$PA_change[data_before$AnchorPA==3])","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""; ""./pilot_paper/anvari_2023/effect_size_d_paired_function.R""",509,1.0,0.0,1.0,default t.test() alpha level is .05,,inference,anvari_2023,A3,,no_match,0.0
A4,model specification,"""In the analyses I used Welch’s independent samples t-tests […] d = 0.12""",text,"# SDs & test for ""a little less negative"" before vs after
t.test(data_after$NA_change[data_after$AnchorNA==2], data_before$NA_change[data_before$AnchorNA==2])
cohen.d(data_after$NA_change[data_after$AnchorNA==2],
        data_before$NA_change[data_before$AnchorNA==2],
        pooled=TRUE,paired=FALSE,
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",476-477; 480-484,1.0,0.0,1.0,,,model,anvari_2023,A4,2,exact,0.97
A4,variable specification,"""For negative affect, of the people who said they felt a little less negative, those who saw the anchor before (M = -0.22, SD = 0.50) the PANAS""",text,"data[data == "" A little less negative""] <- 2
data[data == ""A little less negative ""] <- 2[…]  data$NA_change = data$PANAS_NA_D2mean - data$PANAS_NA_D1mean [...]  data_before = data[data$Anchor.Position==""Anchor Before"", ] […] data_after = data[data$Anchor.Position==""Anchor After"", ] [...] t.test(data_after$NA_change[data_after$AnchorNA==2], data_before$NA_change[data_before$AnchorNA==2])","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",49-50; 78; 83; 270; 469,1.0,0.0,1.0,,,variables,anvari_2023,A4,2,exact,0.97
A4,transformation ,,,,,,,,,,,transform,anvari_2023,A4,2,exact,0.97
A4,variable specification,"""For negative affect, of the people who said they felt a little less negative, those who saw the anchor before (M = -0.22, SD = 0.50) the PANAS""",text,"data[data == "" A little less negative""] <- 2
data[data == ""A little less negative ""] <- 2[…]  data$NA_change = data$PANAS_NA_D2mean - data$PANAS_NA_D1mean [...]  data_before = data[data$Anchor.Position==""Anchor Before"", ] […] data_after = data[data$Anchor.Position==""Anchor After"", ] [...] t.test(data_after$NA_change[data_after$AnchorNA==2], data_before$NA_change[data_before$AnchorNA==2])","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",49-50; 78; 83; 270; 469,1.0,0.0,1.0,,,variables,anvari_2023,A4,2,exact,0.97
A4,transformation ,"""For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean  score for negative affect. To calculate each participant’s change score for positive affect, I subtracted the mean score for positive affect at Time 1 from the mean score for positive affect at Time 2. I did the same to calculate the change scores for negative affect. Thus, each participant had a change score for positive affect and a change score for negative affect.""",text,data$NA_change = data$PANAS_NA_D2mean - data$PANAS_NA_D1mean,"""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",78,1.0,0.0,1.0,,,transform,anvari_2023,A4,2,exact,0.97
A4,inference criteria,"""CI 95%[-0.05, 0.17], d = 0.12, CI 95%[-0.09, 0.33]""",text,"cohen.d(data_after$NA_change[data_after$AnchorNA==2],
        data_before$NA_change[data_before$AnchorNA==2],
        pooled=TRUE,paired=FALSE,
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",480-484,1.0,0.0,1.0,conf.level=0.95 <=> alpha=0.05,,inference,anvari_2023,A4,2,exact,0.97
A5,model specification,"""In the analyses I used Welch’s independent samples t-tests […] d = 0.24""",text,"# direct test comparing the ""a little more"" groups for NA after vs before
t.test(data_after$NA_change[data_after$AnchorNA==4], data_before$NA_change[data_before$AnchorNA==4])
cohen.d(data_after$NA_change[data_after$AnchorNA==4],
        data_before$NA_change[data_before$AnchorNA==4],
        pooled=TRUE,paired=FALSE,
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",468-474,1.0,0.0,1.0,,,model,anvari_2023,A5,3,exact,0.97
A5,variable specification,"""For people who said they felt a little more negative, those who saw the anchor before (M = 0.41, SD = 0.58) the PANAS had a slightly higher change score as compared to those who saw the anchor after (M = 0.26, SD = 0.67)""",text,"data[data == "" A little more negative""] <- 4
data[data == ""A little more negative ""] <- 4 […]  data$NA_change = data$PANAS_NA_D2mean - data$PANAS_NA_D1mean [...]  data_before = data[data$Anchor.Position==""Anchor Before"", ] […] data_after = data[data$Anchor.Position==""Anchor After"", ] [...] t.test(data_after$NA_change[data_after$AnchorNA==4], data_before$NA_change[data_before$AnchorNA==4])","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",49-50; 78; 83; 270; 469,1.0,0.0,1.0,,,variables,anvari_2023,A5,3,exact,0.97
